Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,6728.100098,6753.299805,6599.500000,6734.200195,6734.200195,614252000
2019-01-03,6734.200195,6753.100098,6685.100098,6692.700195,6692.700195,674099100
2019-01-04,6692.700195,6850.399902,6692.500000,6837.399902,6837.399902,639136700
2019-01-07,6837.399902,6874.100098,6778.000000,6810.899902,6810.899902,736559900
2019-01-08,6810.899902,6901.500000,6804.899902,6861.600098,6861.600098,651977000
2019-01-09,6861.600098,6938.299805,6861.600098,6906.600098,6906.600098,860684900
2019-01-10,6906.600098,6948.200195,6860.799805,6942.899902,6942.899902,611434300
2019-01-11,6942.899902,7001.899902,6902.700195,6918.200195,6918.200195,680478600
2019-01-14,6918.200195,6918.200195,6841.700195,6855.000000,6855.000000,683449700
2019-01-15,6855.000000,6910.500000,6849.600098,6895.000000,6895.000000,687341200
2019-01-16,6895.000000,6912.399902,6848.600098,6862.700195,6862.700195,787626400
2019-01-17,6862.700195,6862.700195,6799.000000,6834.899902,6834.899902,582654200
2019-01-18,6834.899902,6984.399902,6834.899902,6968.299805,6968.299805,795742900
2019-01-21,6968.299805,6987.899902,6954.500000,6970.600098,6970.600098,474827100
2019-01-22,6970.600098,6970.600098,6880.700195,6901.399902,6901.399902,565967800
2019-01-23,6901.399902,6901.600098,6834.299805,6842.899902,6842.899902,646039700
2019-01-24,6842.899902,6854.600098,6802.000000,6819.000000,6819.000000,599978600
2019-01-25,6819.000000,6858.200195,6806.799805,6809.200195,6809.200195,727497200
2019-01-28,6809.200195,6812.500000,6734.000000,6747.100098,6747.100098,648213700
2019-01-29,6747.100098,6860.299805,6747.100098,6833.899902,6833.899902,697035900
2019-01-30,6833.899902,6967.700195,6833.899902,6941.600098,6941.600098,748772100
2019-01-31,6941.600098,6994.899902,6941.100098,6968.899902,6968.899902,866316300
2019-02-01,6968.899902,7024.500000,6968.899902,7020.200195,7020.200195,630712300
2019-02-04,7020.200195,7046.600098,7002.399902,7034.100098,7034.100098,611990600
2019-02-05,7034.100098,7180.700195,7033.600098,7177.399902,7177.399902,662979300
2019-02-06,7177.399902,7184.200195,7146.700195,7173.100098,7173.100098,599487700
2019-02-07,7173.100098,7187.500000,7093.600098,7093.600098,7093.600098,649638500
2019-02-08,7093.600098,7115.799805,7064.899902,7071.200195,7071.200195,532300500
2019-02-11,7071.200195,7149.200195,7071.200195,7129.100098,7129.100098,548318300
2019-02-12,7129.100098,7168.600098,7121.700195,7133.100098,7133.100098,526735100
2019-02-13,7133.100098,7205.100098,7133.100098,7190.799805,7190.799805,561646800
2019-02-14,7190.799805,7232.799805,7183.000000,7197.000000,7197.000000,519107200
2019-02-15,7197.000000,7261.600098,7185.200195,7236.700195,7236.700195,688422300
2019-02-18,7236.700195,7242.100098,7209.700195,7219.500000,7219.500000,440062500
2019-02-19,7219.500000,7219.500000,7162.799805,7179.200195,7179.200195,624124300
