Date,Open,High,Low,Close
2013-01-02,13104.299805,13412.709961,13104.299805,13412.549805
2013-01-03,13413.009766,13430.599609,13358.299805,13391.360352
2013-01-04,13391.049805,13447.110352000002,13376.230469,13435.209961000002
2013-01-07,13436.129883000001,13436.129883000001,13343.320313,13384.290039
2013-01-08,13377.419922,13377.419922,13293.129883,13328.849609
2013-01-09,13329.919922,13416.549805,13329.080078,13390.509766
2013-01-10,13391.820313,13478.200195,13382.290039,13471.219727000002
2013-01-11,13471.450195,13496.679688,13439.969727000002,13488.429688
2013-01-14,13488.429688,13520.179688,13459.839844,13507.320313
2013-01-15,13507.320313,13546.370116999999,13445.799805,13534.889647999998
2013-01-16,13534.889647999998,13534.889647999998,13468.959961000002,13511.230469
2013-01-17,13511.230469,13633.889647999998,13510.240234,13596.019531
2013-01-18,13596.019531,13649.929688,13571.860352000002,13649.700195
2013-01-22,13649.700195,13712.209961000002,13622.959961000002,13712.209961000002
2013-01-23,13712.209961000002,13794.290038999998,13710.129883000001,13779.330078
2013-01-24,13779.330078,13879.660156,13779.330078,13825.330078
2013-01-25,13825.330078,13895.980469,13825.330078,13895.980469
2013-01-28,13895.980469,13915.719727000002,13862.570313,13881.929688
2013-01-29,13881.929688,13969.990234,13880.009766,13954.419922
2013-01-30,13954.419922,13966.129883000001,13896.950195,13910.419922
2013-01-31,13910.419922,13941.05957,13860.580078,13860.580078
2013-02-01,13860.580078,14019.780272999998,13860.580078,14009.790038999998
2013-02-04,14009.790038999998,14009.790038999998,13866.830078,13880.080078
2013-02-05,13880.080078,14013.599609,13880.080078,13979.299805
2013-02-06,13979.299805,13991.610352000002,13913.179688,13986.519531
2013-02-07,13986.519531,13988.05957,13852.200195,13944.049805
2013-02-08,13944.049805,14022.620116999999,13944.049805,13992.969727000002
2013-02-11,13992.969727000002,13992.969727000002,13940.410156,13971.240234
2013-02-12,13971.240234,14038.969727000002,13968.94043,14018.700195
2013-02-13,14018.700195,14029.349609,13945.780272999998,13982.910156
2013-02-14,13982.910156,13990.360352000002,13921.94043,13973.389647999998
2013-02-15,13973.389647999998,14001.929688,13906.730469,13981.759766
2013-02-19,13981.759766,14044.820313,13977.900391,14035.669922
2013-02-20,14035.669922,14058.269531,13919.280272999998,13927.540038999998
2013-02-21,13927.540038999998,13927.540038999998,13834.400391,13880.620116999999
2013-02-22,13880.620116999999,14001.19043,13880.620116999999,14000.570313
2013-02-25,14000.570313,14081.580078,13784.009766,13784.169922
2013-02-26,13784.169922,13918.44043,13784.169922,13900.129883000001
2013-02-27,13900.129883000001,14104.860352000002,13880.19043,14075.370116999999
2013-02-28,14075.370116999999,14149.150391,14050.179688,14054.490234
2013-03-01,14054.490234,14107.089844,13937.599609,14089.660156
2013-03-04,14089.660156,14128.209961000002,14030.370116999999,14127.820313
2013-03-05,14127.820313,14286.370116999999,14127.820313,14253.769531
2013-03-06,14253.769531,14320.650391,14253.0,14296.240234
2013-03-07,14296.240234,14354.69043,14296.240234,14329.490234
2013-03-08,14329.490234,14413.169922,14329.490234,14397.070313
2013-03-11,14397.070313,14448.05957,14373.320313,14447.290038999998
2013-03-12,14447.290038999998,14478.799805,14412.05957,14450.05957
2013-03-13,14450.05957,14472.799805,14411.660156,14455.280272999998
2013-03-14,14455.280272999998,14539.290038999998,14455.280272999998,14539.139647999998
2013-03-15,14539.139647999998,14539.139647999998,14470.5,14514.110352000002
2013-03-18,14514.110352000002,14521.589844,14404.209961000002,14452.05957
2013-03-19,14452.05957,14514.339844,14382.089844,14455.820313
2013-03-20,14455.820313,14546.820313,14455.820313,14511.730469
2013-03-21,14511.730469,14511.730469,14383.019531,14421.490234
2013-03-22,14421.490234,14519.950195,14421.490234,14512.030272999998
2013-03-25,14512.030272999998,14563.75,14395.0,14447.75
2013-03-26,14447.75,14561.540038999998,14447.75,14559.650391
2013-03-27,14559.650391,14559.650391,14439.549805,14526.160156
2013-03-28,14526.160156,14585.099609,14520.860352000002,14578.540038999998
2013-04-01,14578.540038999998,14605.719727000002,14531.480469,14572.849609
2013-04-02,14572.849609,14684.490234,14572.849609,14662.009766
2013-04-03,14662.009766,14683.129883000001,14525.360352000002,14550.349609
2013-04-04,14550.349609,14625.240234,14538.719727000002,14606.110352000002
2013-04-05,14606.110352000002,14606.110352000002,14434.429688,14565.25
2013-04-08,14565.25,14613.480469,14497.799805,14613.480469
2013-04-09,14613.480469,14716.459961000002,14598.5,14673.459961000002
2013-04-10,14673.459961000002,14826.660156,14673.459961000002,14802.240234
2013-04-11,14802.240234,14887.509766,14785.360352000002,14865.139647999998
2013-04-12,14865.139647999998,14865.209961000002,14790.570313,14865.05957
2013-04-15,14865.05957,14865.05957,14598.580078,14599.200195
2013-04-16,14599.200195,14761.730469,14599.200195,14756.780272999998
2013-04-17,14756.780272999998,14756.780272999998,14560.80957,14618.589844
2013-04-18,14618.589844,14650.259766,14495.290038999998,14537.139647999998
2013-04-19,14537.139647999998,14553.730469,14444.030272999998,14547.509766
2013-04-22,14547.509766,14588.830078,14457.599609,14567.169922
2013-04-23,14567.169922,14721.419922,14554.290038999998,14719.459961000002
2013-04-24,14719.459961000002,14747.419922,14666.540038999998,14676.299805
2013-04-25,14676.299805,14768.049805,14665.450195,14700.799805
2013-04-26,14700.799805,14743.490234,14684.820313,14712.549805
2013-04-29,14712.549805,14844.959961000002,14712.549805,14818.75
2013-04-30,14818.75,14839.799805,14734.469727000002,14839.799805
2013-05-01,14839.799805,14839.799805,14687.049805,14700.950195
2013-05-02,14700.950195,14834.629883000001,14700.950195,14831.580078
2013-05-03,14831.580078,15009.589844,14831.580078,14973.959961000002
2013-05-06,14973.959961000002,14988.870116999999,14941.089844,14968.889647999998
2013-05-07,14968.889647999998,15056.669922,14968.889647999998,15056.200195
2013-05-08,15056.200195,15106.80957,15021.870116999999,15105.120116999999
2013-05-09,15105.120116999999,15144.830078,15046.870116999999,15082.620116999999
2013-05-10,15082.620116999999,15118.490234,15038.179688,15118.490234
2013-05-13,15113.419922,15113.419922,15053.459961000002,15091.679688
2013-05-14,15091.679688,15219.549805,15089.299805,15215.25
2013-05-15,15211.870116999999,15301.339844,15175.389647999998,15275.69043
2013-05-16,15273.919922,15302.490234,15215.820313,15233.219727000002
2013-05-17,15234.75,15357.400391,15234.75,15354.400391
2013-05-20,15348.330078,15391.839844,15314.150391,15335.280272999998
2013-05-21,15334.969727000002,15434.5,15325.679688,15387.580078
2013-05-22,15387.120116999999,15542.400391,15265.959961000002,15307.169922
2013-05-23,15300.570313,15348.410156,15180.230469,15294.5
2013-05-24,15290.740234,15306.709961000002,15199.629883000001,15303.099609
2013-05-28,15307.330078,15521.490234,15307.330078,15409.389647999998
2013-05-29,15399.94043,15400.25,15229.530272999998,15302.799805
2013-05-30,15306.019531,15398.700195,15280.990234,15324.530272999998
2013-05-31,15322.219727000002,15392.379883000001,15115.570313,15115.570313
2013-06-03,15123.549805,15254.110352000002,15123.549805,15254.030272999998
2013-06-04,15255.219727000002,15304.980469,15100.780272999998,15177.540038999998
2013-06-05,15168.099609,15168.629883000001,14945.570313,14960.589844
2013-06-06,14955.450195,15040.620116999999,14844.219727000002,15040.620116999999
2013-06-07,15044.459961000002,15255.580078,15044.459961000002,15248.120116999999
2013-06-10,15247.80957,15300.639647999998,15211.25,15238.589844
2013-06-11,15231.379883000001,15251.070313,15086.089844,15122.019531
2013-06-12,15130.389647999998,15241.280272999998,14981.209961000002,14995.230469
2013-06-13,14992.540038999998,15202.269531,14953.450195,15176.080078
2013-06-14,15178.080078,15205.919922,15044.799805,15070.179688
2013-06-17,15078.709961000002,15261.709961000002,15078.709961000002,15179.849609
2013-06-18,15186.299805,15340.089844,15186.299805,15318.230469
2013-06-19,15315.469727000002,15322.070313,15112.110352000002,15112.19043
2013-06-20,15105.509766,15105.509766,14732.030272999998,14758.320313
2013-06-21,14760.620116999999,14858.55957,14688.429688,14799.400391
2013-06-24,14795.790038999998,14795.790038999998,14551.269531,14659.55957
2013-06-25,14669.69043,14812.030272999998,14669.69043,14760.30957
2013-06-26,14769.990234,14938.980469,14769.679688,14910.139647999998
2013-06-27,14921.280272999998,15075.009766,14921.280272999998,15024.490234
2013-06-28,15016.580078,15034.629883000001,14884.799805,14909.599609
2013-07-01,14911.599609,15083.280272999998,14911.599609,14974.959961000002
2013-07-02,14974.959961000002,15049.219727000002,14870.509766,14932.410156
2013-07-03,14923.730469,15025.900391,14858.929688,14988.370116999999
2013-07-05,14995.459961000002,15137.509766,14971.200195,15135.839844
2013-07-08,15137.219727000002,15262.719727000002,15137.219727000002,15224.69043
2013-07-09,15228.459961000002,15320.419922,15228.459961000002,15300.339844
2013-07-10,15298.030272999998,15348.950195,15258.889647999998,15291.660156
2013-07-11,15298.0,15483.549805,15298.0,15460.919922
2013-07-12,15460.69043,15498.389647999998,15410.269531,15464.299805
2013-07-15,15459.69043,15509.480469,15455.769531,15484.259766
2013-07-16,15485.030272999998,15498.160156,15415.709961000002,15451.849609
2013-07-17,15456.919922,15502.0,15438.120116999999,15470.519531
2013-07-18,15465.910156,15589.400391,15465.910156,15548.540038999998
2013-07-19,15524.269531,15544.549805,15491.959961000002,15543.740234
2013-07-22,15543.969727000002,15576.209961000002,15516.200195,15545.549805
2013-07-23,15547.0,15604.219727000002,15544.05957,15567.740234
2013-07-24,15576.69043,15602.599609,15496.839844,15542.240234
2013-07-25,15539.169922,15560.330078,15455.589844,15555.610352000002
2013-07-26,15547.849609,15560.969727000002,15405.160156,15558.830078
2013-07-29,15557.139647999998,15557.139647999998,15482.269531,15521.969727000002
2013-07-30,15534.490234,15593.910156,15479.129883000001,15520.589844
2013-07-31,15528.570313,15634.320313,15492.959961000002,15499.540038999998
2013-08-01,15503.849609,15650.69043,15503.849609,15628.019531
2013-08-02,15627.55957,15658.429688,15558.679688,15658.360352000002
2013-08-05,15651.980469,15655.209961000002,15584.830078,15612.129883000001
2013-08-06,15608.44043,15608.44043,15473.400391,15518.740234
2013-08-07,15516.209961000002,15516.209961000002,15421.75,15470.669922
2013-08-08,15477.269531,15557.120116999999,15418.599609,15498.320313
2013-08-09,15496.629883000001,15507.759766,15346.650391,15425.509766
2013-08-12,15415.219727000002,15441.75,15359.929688,15419.679688
2013-08-13,15420.679688,15504.139647999998,15342.339844,15451.009766
2013-08-14,15447.709961000002,15453.080078,15316.620116999999,15337.660156
2013-08-15,15332.709961000002,15332.709961000002,15094.030272999998,15112.19043
2013-08-16,15112.570313,15139.769531,15054.379883000001,15081.469727000002
2013-08-19,15076.790038999998,15106.389647999998,15005.419922,15010.740234
2013-08-20,15011.820313,15074.919922,14992.160156,15002.990234
2013-08-21,14993.80957,15019.700195,14880.839844,14897.549805
2013-08-22,14908.599609,14989.120116999999,14899.0,14963.740234
2013-08-23,14988.780272999998,15025.55957,14931.240234,15010.509766
2013-08-26,15014.580078,15049.980469,14945.240234,14946.459961000002
2013-08-27,14939.25,14939.25,14765.419922,14776.129883000001
2013-08-28,14770.990234,14867.400391,14760.410156,14824.509766
2013-08-29,14817.910156,14916.009766,14792.110352000002,14840.950195
2013-08-30,14844.099609,14848.240234,14762.349609,14810.30957
2013-09-03,14801.549805,14933.349609,14777.480469,14833.959961000002
2013-09-04,14832.419922,14956.740234,14799.089844,14930.870116999999
2013-09-05,14929.490234,14987.469727000002,14923.269531,14937.480469
2013-09-06,14941.549805,15009.839844,14789.400391,14922.5
2013-09-09,14927.19043,15088.410156,14927.19043,15063.120116999999
2013-09-10,15067.230469,15192.129883000001,15067.230469,15191.05957
2013-09-11,15194.129883000001,15326.599609,15194.129883000001,15326.599609
2013-09-12,15327.139647999998,15345.320313,15283.259766,15300.639647999998
2013-09-13,15312.860352000002,15380.969727000002,15312.860352000002,15376.05957
2013-09-16,15381.360352000002,15549.870116999999,15381.360352000002,15494.780272999998
2013-09-17,15503.150391,15555.070313,15503.150391,15529.730469
2013-09-18,15533.030272999998,15709.580078,15470.160156,15676.94043
