Date,Open,High,Low,Close
2018-01-02,12897.69043,12924.160156,12745.150391,12871.389648
2018-01-03,12916.179688,13023.589844,12893.049805,12978.209961
2018-01-04,13065.980469,13208.349609,13062.669922,13167.889648
2018-01-05,13219.110352,13332.799805,13219.110352,13319.639648
2018-01-08,13399.620117,13407.820313,13334.160156,13367.780273
2018-01-09,13383.259766,13425.019531,13361.219727,13385.589844
2018-01-10,13355.280273,13377.879883,13227.570313,13281.339844
2018-01-11,13281.200195,13298.650391,13151.839844,13202.900391
2018-01-12,13241.280273,13265.139648,13168.009766,13245.030273
2018-01-15,13244.370117,13250.370117,13173.709961,13200.509766
2018-01-16,13228.599609,13351.089844,13196.55957,13246.330078
2018-01-17,13200.919922,13251.44043,13137.509766,13183.959961
2018-01-18,13250.25,13293.290039,13201.339844,13281.429688
2018-01-19,13297.740234,13445.469727000002,13294.80957,13434.450195
2018-01-22,13435.139647999998,13470.049805,13410.959961,13463.69043
2018-01-23,13577.139647999998,13596.889647999998,13517.80957,13559.599609
2018-01-24,13572.709961000002,13576.839844,13414.740234,13414.740234
2018-01-25,13374.379883,13443.360352000002,13222.469727,13298.360352
2018-01-26,13297.509766,13348.69043,13268.30957,13340.169922
2018-01-29,13358.900391,13370.019531,13274.839844,13324.480469
2018-01-30,13223.969727,13309.860352,13171.910156,13197.709961
2018-01-31,13210.759766,13268.410156,13159.349609,13189.480469
2018-02-01,13235.150391,13301.410156,12971.780273,13003.900391
2018-02-02,12954.589844,12954.589844,12782.070313,12785.160156
2018-02-05,12687.790039,12752.599609,12622.44043,12687.490234
2018-02-06,12232.860352,12550.160156,12232.860352,12392.660156
2018-02-07,12478.679688,12651.280273,12414.839844,12590.429688
2018-02-08,12506.179688,12541.320313,12187.450195,12260.290039
2018-02-09,12263.099609,12296.179688,12003.360352,12107.480469
2018-02-12,12238.629883,12379.160156,12222.339844,12282.769531
2018-02-13,12282.759766,12300.629883,12196.219727,12196.5
2018-02-14,12294.849609,12393.709961,12075.209961,12339.160156
2018-02-15,12425.450195,12479.969727,12275.040039,12346.169922
2018-02-16,12408.480469,12484.120117,12368.709961,12451.959961
2018-02-19,12495.070313,12505.490234,12361.860352,12385.599609
2018-02-20,12403.629883,12496.099609,12333.790039,12487.900391
2018-02-21,12457.219727,12474.370117,12372.259766,12470.490234
2018-02-22,12358.820313,12497.709961,12283.700195,12461.910156
2018-02-23,12491.769531,12513.320313,12431.94043,12483.790039
2018-02-26,12566.049805,12601.459961,12484.589844,12527.040039
2018-02-27,12573.650391,12577.55957,12436.129883,12490.730469
2018-02-28,12427.459961,12516.919922,12417.959961,12435.849609
2018-03-01,12386.400391,12387.879883,12143.139648,12190.94043
2018-03-02,12051.889648,12081.400391,11877.660156,11913.709961
2018-03-05,11831.570313,12110.179688,11830.980469,12090.870117
2018-03-06,12229.290039,12259.580078,12110.339844,12113.870117
2018-03-07,12060.089844,12275.69043,12020.610352,12245.360352
2018-03-08,12237.94043,12382.69043,12177.120117,12355.570313
2018-03-09,12331.639648,12407.980469,12284.570313,12346.679688
2018-03-12,12453.299805,12454.959961,12361.009766,12418.389648
2018-03-13,12425.69043,12459.900391,12162.469727,12221.030273
2018-03-14,12212.490234,12322.889648,12202.759766,12237.740234
2018-03-15,12284.139648,12378.389648,12239.959961,12345.55957
2018-03-16,12345.55957,12454.019531,12337.620117,12389.580078
2018-03-19,12346.509766,12369.769531,12183.790039,12217.019531
2018-03-20,12261.19043,12320.0,12191.549805,12307.330078
2018-03-21,12336.759766,12344.089844,12250.370117,12309.150391
2018-03-22,12187.730469,12267.169922,12009.5,12100.080078
2018-03-23,11995.509766,12001.780273,11818.700195,11886.30957
2018-03-26,11919.639648,11984.5,11726.620117,11787.259766
2018-03-27,11996.349609,12042.780273,11927.910156,11970.830078
2018-03-28,11868.080078,11961.160156,11770.400391,11940.709961
2018-03-29,11956.339844,12151.30957,11942.280273,12096.730469
2018-04-03,11997.469727,12069.480469,11913.620117,12002.450195
2018-04-04,12000.469727,12011.120117,11792.349609,11957.900391
