Date,Open,High,Low,Close
2017-10-23,7523.200195,7542.0,7511.799805,7524.5
2017-10-24,7524.5,7535.200195,7508.5,7526.5
2017-10-25,7526.5,7528.5,7437.399901999999,7447.200195
2017-10-26,7447.200195,7488.299805,7440.100098000001,7486.5
2017-10-27,7486.5,7520.799805,7485.200195,7505.0
2017-10-30,7505.0,7507.0,7478.399901999999,7487.799805
2017-10-31,7487.799805,7516.899901999999,7484.0,7493.100098000001
2017-11-01,7493.100098000001,7532.399901999999,7488.0,7488.0
2017-11-02,7488.0,7562.299805,7478.899901999999,7555.299805
2017-11-03,7555.299805,7581.0,7541.899901999999,7560.399901999999
2017-11-06,7560.399901999999,7572.899901999999,7544.200195,7562.299805
2017-11-07,7562.299805,7582.899901999999,7507.799805,7513.100098000001
2017-11-08,7513.100098000001,7534.5,7504.799805,7529.700195
2017-11-09,7529.700195,7532.200195,7476.899901999999,7484.100098000001
2017-11-10,7484.100098000001,7500.299805,7421.700195,7433.0
2017-11-13,7433.0,7469.299805,7403.0,7415.200195
2017-11-14,7415.200195,7436.600098000001,7396.899901999999,7414.399901999999
2017-11-15,7414.399901999999,7415.100098000001,7357.100098000001,7372.600098000001
2017-11-16,7372.600098000001,7393.299805,7368.100098000001,7386.899901999999
2017-11-17,7386.899901999999,7406.5,7356.200195,7380.700195
2017-11-20,7380.700195,7397.399901999999,7350.399901999999,7389.5
2017-11-21,7389.5,7422.200195,7367.899901999999,7411.299805
2017-11-22,7411.299805,7460.899901999999,7410.399901999999,7419.0
2017-11-23,7419.0,7422.700195,7373.299805,7417.200195
2017-11-24,7417.200195,7425.200195,7389.5,7409.600098000001
2017-11-27,7409.600098000001,7438.399901999999,7383.899901999999,7383.899901999999
2017-11-28,7383.899901999999,7469.600098000001,7374.0,7460.700195
2017-11-29,7460.700195,7460.700195,7386.700195,7393.600098000001
2017-11-30,7393.600098000001,7416.299805,7326.700195,7326.700195
2017-12-01,7326.700195,7355.399901999999,7288.700195,7300.5
2017-12-04,7300.5,7369.700195,7300.5,7339.0
2017-12-05,7339.0,7373.899901999999,7326.600098000001,7327.5
2017-12-06,7327.5,7369.700195,7289.399901999999,7348.0
2017-12-07,7348.0,7371.700195,7314.600098000001,7320.799805
2017-12-08,7320.799805,7412.200195,7314.200195,7394.0
2017-12-11,7394.0,7458.399901999999,7393.600098000001,7453.5
2017-12-12,7453.5,7501.5,7448.299805,7500.399901999999
2017-12-13,7500.399901999999,7510.799805,7492.600098000001,7496.5
2017-12-14,7496.5,7496.700195,7448.100098000001,7448.100098000001
2017-12-15,7448.100098000001,7490.600098000001,7433.799805,7490.600098000001
2017-12-18,7490.600098000001,7544.299805,7490.600098000001,7537.0
2017-12-19,7537.0,7563.5,7534.100098000001,7544.100098000001
2017-12-20,7544.100098000001,7550.600098000001,7511.5,7525.200195
2017-12-21,7525.200195,7609.700195,7517.899901999999,7604.0
2017-12-22,7604.0,7614.399901999999,7585.5,7592.700195
2017-12-27,7592.700195,7632.700195,7586.399901999999,7620.700195
2017-12-28,7620.700195,7633.600098000001,7609.799805,7622.899901999999
2017-12-29,7622.899901999999,7697.600098000001,7620.0,7687.799805
2018-01-02,7687.799805,7691.299805,7624.100098000001,7648.100098000001
2018-01-03,7648.100098000001,7689.899901999999,7640.5,7671.100098000001
2018-01-04,7671.100098000001,7702.5,7671.100098000001,7695.899901999999
2018-01-05,7695.899901999999,7727.700195,7689.799805,7724.200195
2018-01-08,7724.200195,7733.399901999999,7691.799805,7696.5
2018-01-09,7696.5,7733.100098000001,7696.5,7731.0
2018-01-10,7731.0,7756.100098000001,7716.200195,7748.5
2018-01-11,7748.5,7769.0,7734.600098000001,7762.899901999999
2018-01-12,7762.899901999999,7792.600098000001,7752.600098000001,7778.600098000001
2018-01-15,7778.600098000001,7783.600098000001,7763.399901999999,7769.100098000001
2018-01-16,7769.100098000001,7791.799805,7740.600098000001,7755.899901999999
2018-01-17,7755.899901999999,7755.899901999999,7711.100098000001,7725.399901999999
2018-01-18,7725.399901999999,7739.5,7683.700195,7701.0
2018-01-19,7701.0,7731.799805,7694.700195,7730.799805
2018-01-22,7730.799805,7739.399901999999,7703.700195,7715.399901999999
2018-01-23,7715.399901999999,7745.200195,7710.0,7731.799805
2018-01-24,7731.799805,7732.0,7643.399901999999,7643.399901999999
2018-01-25,7643.399901999999,7662.399901999999,7608.5,7615.799805
2018-01-26,7615.799805,7667.399901999999,7615.799805,7665.5
2018-01-29,7665.5,7689.200195,7663.899901999999,7671.5
2018-01-30,7671.5,7671.700195,7587.100098000001,7588.0
2018-01-31,7588.0,7599.0,7521.799805,7533.600098000001
2018-02-01,7533.600098000001,7554.700195,7476.5,7490.399901999999
2018-02-02,7490.399901999999,7494.799805,7432.299805,7443.399901999999
2018-02-05,7443.399901999999,7443.399901999999,7334.799805,7335.0
2018-02-06,7335.0,7335.0,7079.399901999999,7141.399901999999
2018-02-07,7141.399901999999,7311.5,7141.399901999999,7279.399901999999
2018-02-08,7279.399901999999,7279.399901999999,7161.299805,7170.700195
2018-02-09,7170.700195,7170.700195,7073.0,7092.399901999999
2018-02-12,7092.399901999999,7199.899901999999,7092.399901999999,7177.100098000001
2018-02-13,7177.100098000001,7203.0,7165.799805,7168.0
2018-02-14,7168.0,7243.200195,7145.700195,7214.0
2018-02-15,7214.0,7268.0,7206.700195,7234.799805
2018-02-16,7234.799805,7308.0,7234.799805,7294.700195
2018-02-19,7294.700195,7306.200195,7240.0,7247.700195
2018-02-20,7247.700195,7264.799805,7202.100098000001,7246.799805
2018-02-21,7246.799805,7291.799805,7220.600098000001,7281.600098000001
2018-02-22,7281.600098000001,7281.600098000001,7187.799805,7252.399901999999
